cust_id,target
id00606540,0.27
id00606542,0.32
id00606548,0.19
id00606550,0.42
id00606551,0.22
id00606552,0.47
id00606554,0.44
id00606555,0.39
id00606556,0.27
id00606557,0.3
id00606558,0.11
id00606560,0.52
id00606562,0.36
id00606563,0.34
id00606564,0.24
id00606566,0.43
id00606572,0.37
id00606576,0.53
id00606577,0.47
id00606579,0.53
id00606580,0.46
id00606582,0.52
id00606587,0.45
id00606590,0.65
id00606591,0.35
id00606593,0.36
id00606595,0.43
id00606599,0.57
id00606602,0.18
id00606603,0.3
id00606604,0.15
id00606611,0.54
id00606615,0.27
id00606616,0.47
id00606620,0.33
id00606621,0.36
id00606624,0.29
id00606628,0.32
id00606633,0.56
id00606634,0.49
id00606636,0.19
id00606640,0.51
id00606644,0.32
id00606649,0.23
id00606650,0.41
id00606652,0.24
id00606653,0.31
id00606655,0.47
id00606657,0.26
id00606659,0.18
id00606660,0.39
id00606661,0.41
id00606662,0.33
id00606668,0.38
id00606670,0.51
id00606671,0.33
id00606674,0.36
id00606675,0.35
id00606676,0.5
id00606677,0.46
id00606680,0.37
id00606681,0.29
id00606685,0.2
id00606686,0.2
id00606688,0.46
id00606689,0.32
id00606691,0.47
id00606693,0.58
id00606696,0.18
id00606698,0.39
id00606700,0.37
id00606701,0.32
id00606706,0.25
id00606707,0.25
id00606716,0.34
id00606717,0.3
id00606720,0.51
id00606721,0.51
id00606726,0.2
id00606727,0.39
id00606728,0.42
id00606729,0.45
id00606731,0.41
id00606732,0.34
id00606735,0.28
id00606737,0.25
id00606739,0.61
id00606740,0.27
id00606742,0.55
id00606744,0.32
id00606747,0.16
id00606749,0.58
id00606752,0.25
id00606755,0.18
id00606757,0.61
id00606759,0.13
id00606760,0.5
id00606763,0.56
id00606765,0.21
id00606770,0.33
id00606774,0.27
id00606780,0.26
id00606781,0.54
id00606785,0.31
id00606786,0.16
id00606787,0.36
id00606790,0.5
id00606793,0.49
id00606794,0.61
id00606797,0.16
id00606801,0.14
id00606805,0.14
id00606806,0.32
id00606815,0.42
id00606817,0.52
id00606835,0.24
id00606837,0.19
id00606840,0.37
id00606844,0.46
id00606851,0.49
id00606855,0.42
id00606859,0.59
id00606860,0.2
id00606861,0.25
id00606864,0.27
id00606865,0.41
id00606873,0.29
id00606876,0.55
id00606877,0.4
id00606878,0.34
id00606881,0.3
id00606885,0.41
id00606888,0.56
id00606894,0.34
id00606896,0.42
id00606902,0.18
id00606908,0.19
id00606909,0.31
id00606910,0.27
id00606914,0.28
id00606917,0.4
id00606918,0.17
id00606920,0.53
id00606922,0.4
id00606923,0.45
id00606931,0.49
id00606932,0.38
id00606933,0.3
id00606934,0.48
id00606935,0.54
id00606936,0.43
id00606937,0.37
id00606939,0.43
id00606942,0.44
id00606944,0.33
id00606946,0.46
id00606947,0.28
id00606948,0.15
id00606951,0.33
id00606952,0.47
id00606953,0.31
id00606954,0.31
id00606957,0.32
id00606958,0.26
id00606960,0.49
id00606963,0.58
id00606964,0.34
id00606966,0.12
id00606968,0.46
id00606970,0.65
id00606972,0.38
id00606975,0.49
id00606976,0.44
id00606979,0.47
id00606982,0.37
id00606987,0.59
id00606988,0.45
id00606991,0.38
id00606993,0.42
id00606996,0.46
id00606998,0.3
id00606999,0.42
id00607008,0.54
id00607009,0.38
id00607013,0.58
id00607014,0.2
id00607016,0.34
id00607023,0.44
id00607026,0.48
id00607027,0.63
id00607029,0.21
id00607030,0.35
id00607033,0.25
id00607034,0.33
id00607035,0.49
id00607037,0.6
id00607038,0.31
id00607045,0.32
id00607049,0.3
id00607050,0.39
id00607053,0.4
id00607056,0.31
id00607057,0.38
id00607058,0.24
id00607059,0.34
id00607062,0.26
id00607063,0.28
id00607065,0.21
id00607069,0.44
id00607070,0.24
id00607074,0.2
id00607077,0.14
id00607080,0.39
id00607081,0.37
id00607082,0.4
id00607083,0.36
id00607086,0.34
id00607091,0.39
id00607096,0.48
id00607097,0.53
id00607098,0.34
id00607099,0.59
id00607100,0.54
id00607102,0.27
id00607107,0.41
id00607109,0.48
id00607111,0.51
id00607112,0.41
id00607116,0.49
id00607118,0.24
id00607119,0.47
id00607120,0.4
id00607121,0.41
id00607122,0.2
id00607123,0.31
id00607130,0.45
id00607132,0.39
id00607135,0.51
id00607136,0.49
id00607137,0.36
id00607138,0.47
id00607140,0.64
id00607141,0.43
id00607144,0.54
id00607146,0.28
id00607147,0.46
id00607152,0.47
id00607153,0.42
id00607159,0.26
id00607164,0.45
id00607165,0.52
id00607167,0.32
id00607168,0.18
id00607178,0.41
id00607179,0.28
id00607180,0.34
id00607182,0.38
id00607187,0.48
id00607190,0.43
id00607191,0.37
id00607197,0.49
id00607199,0.46
id00607200,0.46
id00607202,0.36
id00607205,0.32
id00607206,0.41
id00607211,0.26
id00607213,0.5
id00607215,0.36
id00607218,0.55
id00607219,0.5
id00607225,0.22
id00607226,0.38
id00607227,0.3
id00607228,0.48
id00607230,0.64
id00607232,0.28
id00607233,0.37
id00607234,0.54
id00607236,0.39
id00607237,0.49
id00607238,0.24
id00607243,0.44
id00607244,0.53
id00607249,0.4
id00607253,0.15
id00607254,0.43
id00607255,0.55
id00607256,0.32
id00607258,0.42
id00607259,0.47
id00607260,0.54
id00607261,0.38
id00607263,0.56
id00607269,0.4
id00607271,0.14
id00607272,0.38
id00607275,0.37
id00607276,0.38
id00607279,0.4
id00607282,0.51
id00607285,0.39
id00607290,0.49
id00607292,0.33
id00607294,0.49
id00607295,0.39
id00607297,0.57
id00607299,0.28
id00607300,0.53
id00607302,0.44
id00607304,0.32
id00607307,0.45
id00607309,0.33
id00607315,0.29
id00607316,0.37
id00607320,0.47
id00607322,0.41
id00607325,0.39
id00607327,0.61
id00607328,0.22
id00607336,0.37
id00607337,0.46
id00607340,0.47
id00607341,0.52
id00607343,0.37
id00607345,0.42
id00607347,0.4
id00607348,0.43
id00607358,0.49
id00607360,0.49
id00607362,0.48
id00607363,0.21
id00607366,0.35
id00607368,0.47
id00607373,0.54
id00607375,0.55
id00607376,0.28
id00607378,0.23
id00607380,0.25
id00607381,0.16
id00607385,0.5
id00607389,0.54
id00607390,0.39
id00607392,0.35
id00607393,0.39
id00607394,0.34
id00607395,0.35
id00607396,0.33
id00607397,0.6
id00607399,0.5
id00607400,0.57
id00607403,0.47
id00607404,0.46
id00607406,0.45
id00607407,0.21
id00607410,0.39
id00607411,0.5
id00607420,0.49
id00607425,0.4
id00607426,0.41
id00607429,0.19
id00607430,0.44
id00607431,0.4
id00607432,0.24
id00607433,0.38
id00607435,0.23
id00607438,0.42
id00607441,0.39
id00607442,0.34
id00607443,0.5
id00607445,0.4
id00607447,0.34
id00607450,0.18
id00607454,0.12
id00607457,0.42
id00607460,0.47
id00607465,0.45
id00607467,0.35
id00607469,0.19
id00607474,0.33
id00607475,0.57
id00607477,0.39
id00607478,0.5
id00607480,0.25
id00607483,0.19
id00607486,0.45
id00607487,0.53
id00607490,0.26
id00607491,0.26
id00607492,0.48
id00607495,0.3
id00607496,0.48
id00607498,0.47
id00607501,0.4
id00607503,0.5
id00607508,0.16
id00607509,0.18
id00607516,0.39
id00607517,0.45
id00607518,0.31
id00607520,0.28
id00607521,0.22
id00607523,0.21
id00607527,0.33
id00607529,0.45
id00607534,0.28
id00607535,0.48
id00607536,0.44
id00607546,0.43
id00607548,0.36
id00607550,0.34
id00607555,0.54
id00607556,0.51
id00607558,0.38
id00607560,0.33
id00607562,0.45
id00607563,0.18
id00607564,0.43
id00607568,0.37
id00607569,0.34
id00607571,0.38
id00607578,0.24
id00607581,0.5
id00607582,0.32
id00607587,0.33
id00607591,0.22
id00607594,0.48
id00607598,0.48
id00607600,0.27
id00607603,0.36
id00607604,0.46
id00607606,0.16
id00607608,0.54
id00607611,0.36
id00607612,0.26
id00607613,0.42
id00607617,0.33
id00607618,0.45
id00607620,0.22
id00607623,0.4
id00607624,0.19
id00607625,0.26
id00607626,0.26
id00607627,0.46
id00607628,0.45
id00607631,0.45
id00607633,0.28
id00607635,0.37
id00607636,0.21
id00607637,0.48
id00607638,0.42
id00607640,0.4
id00607641,0.49
id00607643,0.29
id00607644,0.48
id00607647,0.39
id00607648,0.21
id00607649,0.46
id00607651,0.62
id00607654,0.39
id00607655,0.42
id00607659,0.56
id00607661,0.23
id00607665,0.44
id00607666,0.5
id00607674,0.42
id00607680,0.22
id00607682,0.41
id00607684,0.63
id00607687,0.46
id00607696,0.38
id00607698,0.27
id00607700,0.35
id00607702,0.16
id00607703,0.49
id00607705,0.4
id00607706,0.42
id00607709,0.44
id00607715,0.24
id00607718,0.42
id00607721,0.48
id00607723,0.26
id00607725,0.21
id00607726,0.29
id00607727,0.39
id00607730,0.37
id00607731,0.44
id00607733,0.32
id00607738,0.41
id00607743,0.34
id00607744,0.51
id00607745,0.37
id00607747,0.42
id00607751,0.25
id00607754,0.53
id00607756,0.38
id00607758,0.56
id00607759,0.16
id00607761,0.13
id00607772,0.49
id00607774,0.42
id00607775,0.22
id00607776,0.43
id00607777,0.37
id00607778,0.4
id00607779,0.31
id00607781,0.47
id00607782,0.41
id00607783,0.45
id00607784,0.35
id00607787,0.48
id00607790,0.45
id00607792,0.33
id00607793,0.39
id00607795,0.29
id00607796,0.45
id00607798,0.53
id00607803,0.25
id00607805,0.3
id00607807,0.33
id00607809,0.22
id00607811,0.4
id00607813,0.39
id00607814,0.17
id00607815,0.51
id00607816,0.5
id00607819,0.42
id00607821,0.53
id00607823,0.41
id00607827,0.31
id00607829,0.26
id00607830,0.42
id00607831,0.2
id00607832,0.52
id00607833,0.41
id00607836,0.42
id00607837,0.38
id00607840,0.4
id00607845,0.44
id00607847,0.6
id00607849,0.24
id00607851,0.35
id00607852,0.5
id00607853,0.48
id00607855,0.44
id00607857,0.49
id00607861,0.45
id00607867,0.23
id00607868,0.45
id00607873,0.4
id00607876,0.43
id00607878,0.14
id00607879,0.31
id00607880,0.17
id00607882,0.4
id00607883,0.49
id00607884,0.23
id00607888,0.38
id00607890,0.34
id00607893,0.33
id00607894,0.15
id00607897,0.33
id00607900,0.54
id00607901,0.24
id00607903,0.29
id00607904,0.35
id00607905,0.45
id00607906,0.36
id00607907,0.53
id00607908,0.4
id00607909,0.34
id00607911,0.43
id00607913,0.42
id00607915,0.28
id00607916,0.26
id00607917,0.38
id00607918,0.27
id00607921,0.61
id00607924,0.37
id00607928,0.53
id00607929,0.52
id00607930,0.45
id00607931,0.25
id00607932,0.39
id00607933,0.56
id00607934,0.28
id00607939,0.28
id00607942,0.39
id00607943,0.26
id00607944,0.34
id00607945,0.26
id00607948,0.23
id00607951,0.59
id00607955,0.42
id00607957,0.33
id00607958,0.6
id00607960,0.39
id00607962,0.37
id00607963,0.48
id00607964,0.46
id00607967,0.21
id00607968,0.43
id00607972,0.37
id00607973,0.33
id00607974,0.4
id00607975,0.44
id00607977,0.3
id00607978,0.26
id00607981,0.38
id00607983,0.42
id00607986,0.26
id00607988,0.5
id00607990,0.54
id00607992,0.51
id00607996,0.31
id00608002,0.52
id00608005,0.36
id00608006,0.58
id00608010,0.29
id00608012,0.48
id00608013,0.44
id00608018,0.4
id00608020,0.26
id00608022,0.34
id00608023,0.34
id00608027,0.41
id00608029,0.37
id00608033,0.34
id00608034,0.53
id00608038,0.46
id00608040,0.07
id00608045,0.5
id00608047,0.22
id00608048,0.48
id00608053,0.42
id00608056,0.34
id00608057,0.48
id00608058,0.24
id00608059,0.41
id00608060,0.63
id00608062,0.32
id00608063,0.4
id00608066,0.2
id00608068,0.27
id00608069,0.37
id00608070,0.44
id00608074,0.3
id00608076,0.41
id00608077,0.38
id00608078,0.67
id00608081,0.21
id00608083,0.44
id00608090,0.38
id00608092,0.38
id00608093,0.35
id00608095,0.55
id00608097,0.54
id00608098,0.36
id00608099,0.4
id00608100,0.2
id00608103,0.63
id00608106,0.45
id00608110,0.23
id00608111,0.5
id00608113,0.23
id00608115,0.35
id00608119,0.38
id00608120,0.52
id00608121,0.37
id00608122,0.24
id00608132,0.42
id00608136,0.4
id00608139,0.5
id00608140,0.42
id00608141,0.43
id00608144,0.55
id00608145,0.32
id00608146,0.17
id00608148,0.63
id00608149,0.44
id00608155,0.24
id00608156,0.17
id00608158,0.32
id00608161,0.22
id00608163,0.43
id00608170,0.52
id00608173,0.39
id00608174,0.44
id00608175,0.56
id00608177,0.5
id00608179,0.48
id00608180,0.46
id00608181,0.51
id00608182,0.42
id00608187,0.37
id00608189,0.44
id00608190,0.28
id00608191,0.19
id00608192,0.23
id00608194,0.55
id00608197,0.37
id00608200,0.35
id00608204,0.41
id00608205,0.22
id00608212,0.29
id00608214,0.25
id00608215,0.4
id00608217,0.19
id00608218,0.46
id00608220,0.3
id00608221,0.39
id00608222,0.58
id00608227,0.55
id00608232,0.45
id00608233,0.57
id00608234,0.19
id00608236,0.25
id00608238,0.19
id00608245,0.57
id00608246,0.39
id00608247,0.29
id00608252,0.11
id00608253,0.35
id00608257,0.25
id00608259,0.25
id00608260,0.4
id00608263,0.21
id00608264,0.38
id00608265,0.37
id00608269,0.38
id00608275,0.41
id00608278,0.52
id00608279,0.25
id00608280,0.31
id00608281,0.37
id00608284,0.44
id00608285,0.38
id00608289,0.51
id00608295,0.46
id00608297,0.32
id00608299,0.56
id00608305,0.47
id00608307,0.5
id00608311,0.44
id00608312,0.42
id00608317,0.35
id00608322,0.54
id00608323,0.26
id00608326,0.46
id00608329,0.26
id00608330,0.33
id00608335,0.31
id00608342,0.46
id00608344,0.3
id00608345,0.63
id00608346,0.53
id00608347,0.43
id00608350,0.38
id00608353,0.54
id00608354,0.67
id00608356,0.31
id00608361,0.47
id00608364,0.23
id00608365,0.44
id00608366,0.18
id00608367,0.34
id00608373,0.37
id00608374,0.26
id00608375,0.22
id00608377,0.44
id00608381,0.59
id00608382,0.42
id00608386,0.51
id00608387,0.4
id00608388,0.58
id00608391,0.4
id00608400,0.26
id00608404,0.47
id00608405,0.56
id00608409,0.43
id00608410,0.16
id00608412,0.38
id00608415,0.52
id00608420,0.36
id00608424,0.42
id00608425,0.33
id00608426,0.53
id00608428,0.39
id00608430,0.43
id00608432,0.38
id00608433,0.47
id00608434,0.31
id00608436,0.36
id00608438,0.42
id00608439,0.5
id00608445,0.35
id00608456,0.38
id00608458,0.36
id00608460,0.23
id00608462,0.58
id00608463,0.39
id00608464,0.27
id00608465,0.41
id00608466,0.44
id00608467,0.2
id00608469,0.36
id00608470,0.36
id00608471,0.3
id00608473,0.48
id00608474,0.38
id00608475,0.44
id00608476,0.3
id00608478,0.14
id00608479,0.29
id00608480,0.55
id00608481,0.44
id00608483,0.22
id00608484,0.36
id00608485,0.61
id00608486,0.3
id00608487,0.56
id00608488,0.36
id00608489,0.44
id00608490,0.55
id00608491,0.38
id00608492,0.34
id00608496,0.58
id00608499,0.46
id00608500,0.47
id00608501,0.23
id00608502,0.48
id00608503,0.37
id00608510,0.47
id00608511,0.55
id00608514,0.46
id00608518,0.46
id00608520,0.45
id00608521,0.31
id00608522,0.44
id00608524,0.41
id00608525,0.3
id00608527,0.59
id00608538,0.29
id00608539,0.34
id00608541,0.34
id00608544,0.54
id00608547,0.48
id00608552,0.28
id00608561,0.46
id00608562,0.52
id00608566,0.35
id00608567,0.56
id00608570,0.42
id00608578,0.5
id00608580,0.56
id00608586,0.41
id00608589,0.46
id00608593,0.5
id00608597,0.7
id00608599,0.37
id00608602,0.34
id00608607,0.21
id00608608,0.14
id00608612,0.62
id00608619,0.37
id00608621,0.5
id00608626,0.36
id00608629,0.17
id00608630,0.39
id00608631,0.44
id00608635,0.39
id00608637,0.38
id00608641,0.46
id00608643,0.45
id00608646,0.47
id00608649,0.34
id00608650,0.28
id00608651,0.47
id00608652,0.53
id00608657,0.36
id00608660,0.49
id00608662,0.49
id00608663,0.39
id00608664,0.42
id00608666,0.59
id00608669,0.34
id00608672,0.4
id00608673,0.56
id00608674,0.47
id00608678,0.24
id00608682,0.35
id00608683,0.43
id00608684,0.42
id00608685,0.25
id00608687,0.44
id00608689,0.35
id00608692,0.53
id00608697,0.3
id00608698,0.48
id00608703,0.2
id00608704,0.32
id00608705,0.35
id00608707,0.51
id00608708,0.47
id00608711,0.46
id00608716,0.55
id00608717,0.42
id00608718,0.22
id00608724,0.4
id00608727,0.46
id00608730,0.59
id00608731,0.44
id00608733,0.49
id00608734,0.57
id00608737,0.39
id00608741,0.73
id00608746,0.43
id00608749,0.35
id00608752,0.39
id00608753,0.58
id00608754,0.27
id00608755,0.71
id00608756,0.35
id00608757,0.38
id00608759,0.37
id00608760,0.29
id00608761,0.51
id00608765,0.53
id00608766,0.62
id00608767,0.38
id00608769,0.45
id00608771,0.29
id00608772,0.62
id00608773,0.18
id00608774,0.37
id00608776,0.53
id00608777,0.42
id00608778,0.35
id00608779,0.45
id00608782,0.48
id00608784,0.39
id00608788,0.49
id00608789,0.16
id00608790,0.27
id00608794,0.32
id00608795,0.22
id00608796,0.38
id00608797,0.4
id00608799,0.26
id00608802,0.48
id00608805,0.45
id00608806,0.37
id00608807,0.39
id00608809,0.42
id00608811,0.5
id00608812,0.2
id00608814,0.34
id00608817,0.45
id00608818,0.39
id00608820,0.25
id00608823,0.51
id00608825,0.4
id00608826,0.39
id00608829,0.36
id00608830,0.44
id00608831,0.32
id00608832,0.45
id00608836,0.43
id00608837,0.43
id00608838,0.47
id00608842,0.43
id00608843,0.36
id00608845,0.32
id00608849,0.26
id00608851,0.5
id00608853,0.27
id00608855,0.35
id00608857,0.41
id00608858,0.39
id00608861,0.47
id00608866,0.53
id00608869,0.27
id00608871,0.42
id00608873,0.42
id00608877,0.47
id00608881,0.25
id00608882,0.33
id00608883,0.44
id00608884,0.48
id00608888,0.34
id00608889,0.48
id00608890,0.28
id00608894,0.44
id00608896,0.36
id00608902,0.44
id00608904,0.58
id00608906,0.55
id00608908,0.4
id00608910,0.24
id00608912,0.26
id00608917,0.49
id00608921,0.43
id00608922,0.47
id00608923,0.3
id00608928,0.42
id00608931,0.38
id00608937,0.52
id00608947,0.28
id00608948,0.35
id00608950,0.22
id00608957,0.36
id00608958,0.37
id00608967,0.41
id00608969,0.15
id00608974,0.37
id00608977,0.58
id00608979,0.3
id00608980,0.21
id00608990,0.46
id00608992,0.4
id00608994,0.39
id00608996,0.36
id00609000,0.45
id00609005,0.53
id00609010,0.37
id00609013,0.36
id00609015,0.35
id00609017,0.63
id00609018,0.47
id00609020,0.44
id00609022,0.37
id00609024,0.23
id00609025,0.56
id00609029,0.23
id00609030,0.42
id00609032,0.52
id00609036,0.55
id00609041,0.35
id00609048,0.47
id00609050,0.46
id00609052,0.47
id00609056,0.33
id00609057,0.42
id00609059,0.36
id00609063,0.33
id00609066,0.33
id00609068,0.43
id00609071,0.44
id00609075,0.24
id00609079,0.29
id00609081,0.35
id00609083,0.42
id00609084,0.34
id00609087,0.44
id00609088,0.42
id00609092,0.38
id00609094,0.42
id00609097,0.64
id00609099,0.44
id00609101,0.23
id00609106,0.21
id00609108,0.2
id00609114,0.53
id00609115,0.34
id00609116,0.45
id00609118,0.47
id00609119,0.63
id00609132,0.55
id00609133,0.65
id00609135,0.38
id00609139,0.24
id00609140,0.46
id00609143,0.47
id00609144,0.17
id00609146,0.5
id00609153,0.22
id00609155,0.34
id00609156,0.34
id00609161,0.41
id00609166,0.13
id00609168,0.25
id00609169,0.21
id00609171,0.52
id00609174,0.43
id00609175,0.35
id00609176,0.41
id00609179,0.5
id00609181,0.36
id00609184,0.42
id00609186,0.45
id00609188,0.48
id00609189,0.14
id00609190,0.21
id00609193,0.41
id00609195,0.41
id00609196,0.51
id00609198,0.14
id00609199,0.43
id00609203,0.27
id00609211,0.34
id00609213,0.35
id00609215,0.37
id00609218,0.46
id00609222,0.41
id00609223,0.36
id00609228,0.24
id00609232,0.39
id00609235,0.28
id00609237,0.42
id00609238,0.44
id00609239,0.23
id00609249,0.39
id00609251,0.24
id00609253,0.33
id00609258,0.42
id00609260,0.55
id00609261,0.46
id00609262,0.32
id00609267,0.42
id00609268,0.41
id00609269,0.52
id00609272,0.1
id00609275,0.3
id00609278,0.28
id00609284,0.43
id00609285,0.44
id00609286,0.51
id00609287,0.41
id00609290,0.47
id00609294,0.51
id00609295,0.5
id00609298,0.5
id00609299,0.41
id00609300,0.43
id00609304,0.46
id00609306,0.55
id00609307,0.4
id00609309,0.32
id00609312,0.24
id00609313,0.4
id00609316,0.33
id00609317,0.45
id00609320,0.43
id00609323,0.33
id00609326,0.48
id00609330,0.28
id00609332,0.28
id00609335,0.54
id00609343,0.52
id00609344,0.46
id00609348,0.43
id00609349,0.42
id00609359,0.53
id00609369,0.29
id00609370,0.38
id00609371,0.51
id00609375,0.46
id00609378,0.42
id00609384,0.47
id00609391,0.34
id00609392,0.41
id00609395,0.11
id00609399,0.48
id00609401,0.32
id00609403,0.5
id00609405,0.54
id00609406,0.5
id00609408,0.53
id00609410,0.24
id00609416,0.22
id00609417,0.42
id00609421,0.33
id00609433,0.38
id00609441,0.41
id00609442,0.4
id00609443,0.62
id00609445,0.34
id00609447,0.43
id00609448,0.2
id00609449,0.32
id00609453,0.23
id00609460,0.52
id00609461,0.39
id00609462,0.34
id00609464,0.4
id00609465,0.27
id00609466,0.46
id00609469,0.49
id00609473,0.3
id00609479,0.3
id00609484,0.18
id00609485,0.6
id00609486,0.25
id00609487,0.38
id00609488,0.49
id00609490,0.57
id00609491,0.34
id00609492,0.44
id00609494,0.32
id00609495,0.47
id00609500,0.39
id00609501,0.41
id00609502,0.27
id00609504,0.49
id00609505,0.15
id00609511,0.36
id00609515,0.25
id00609517,0.53
id00609518,0.48
id00609519,0.54
id00609522,0.4
id00609527,0.36
id00609528,0.4
id00609530,0.36
id00609531,0.38
id00609532,0.26
id00609533,0.33
id00609535,0.52
id00609538,0.13
id00609543,0.27
id00609545,0.48
id00609552,0.44
id00609553,0.38
id00609554,0.32
id00609555,0.47
id00609559,0.42
id00609560,0.24
id00609561,0.43
id00609562,0.22
id00609564,0.53
id00609570,0.45
id00609571,0.22
id00609574,0.43
id00609576,0.34
id00609577,0.33
id00609579,0.19
id00609580,0.63
id00609584,0.42
id00609585,0.56
id00609586,0.33
id00609590,0.54
id00609593,0.48
id00609595,0.55
id00609596,0.35
id00609599,0.25
id00609600,0.34
id00609605,0.42
id00609608,0.48
id00609609,0.33
id00609610,0.34
id00609611,0.49
id00609613,0.18
id00609614,0.15
id00609616,0.26
id00609617,0.5
id00609622,0.53
id00609628,0.34
id00609629,0.33
id00609640,0.42
id00609642,0.37
id00609644,0.4
id00609645,0.55
id00609647,0.47
id00609652,0.38
id00609655,0.42
id00609657,0.21
id00609661,0.41
id00609666,0.44
id00609671,0.52
id00609674,0.37
id00609677,0.48
id00609680,0.4
id00609681,0.41
id00609682,0.4
id00609683,0.46
id00609687,0.43
id00609693,0.4
id00609694,0.38
id00609695,0.53
id00609696,0.47
id00609698,0.31
id00609699,0.44
id00609700,0.35
id00609701,0.41
id00609703,0.49
id00609707,0.34
id00609710,0.28
id00609711,0.31
id00609712,0.47
id00609716,0.26
id00609717,0.37
id00609720,0.53
id00609723,0.35
id00609726,0.41
id00609728,0.42
id00609731,0.32
id00609732,0.44
id00609734,0.31
id00609735,0.43
id00609739,0.4
id00609740,0.38
id00609741,0.26
id00609744,0.57
id00609749,0.31
id00609753,0.5
id00609756,0.4
id00609757,0.46
id00609759,0.21
id00609762,0.19
id00609763,0.53
id00609766,0.51
id00609767,0.42
id00609771,0.49
id00609772,0.51
id00609779,0.49
id00609781,0.46
id00609783,0.52
id00609784,0.45
id00609787,0.47
id00609792,0.45
id00609793,0.25
id00609795,0.43
id00609804,0.56
id00609805,0.33
id00609806,0.33
id00609808,0.32
id00609809,0.45
id00609810,0.15
id00609811,0.53
id00609814,0.4
id00609817,0.29
id00609818,0.44
id00609820,0.39
id00609827,0.36
id00609829,0.58
id00609830,0.44
id00609831,0.47
id00609832,0.44
id00609833,0.53
id00609836,0.34
id00609838,0.42
id00609844,0.55
id00609852,0.42
id00609861,0.48
id00609862,0.22
id00609863,0.38
id00609864,0.37
id00609865,0.43
id00609867,0.38
id00609870,0.41
id00609872,0.43
id00609873,0.47
id00609880,0.26
id00609881,0.29
id00609884,0.36
id00609887,0.34
id00609888,0.42
id00609890,0.39
id00609891,0.37
id00609892,0.55
id00609893,0.5
id00609894,0.22
id00609897,0.57
id00609899,0.49
id00609901,0.45
id00609906,0.34
id00609907,0.22
id00609908,0.47
id00609910,0.47
id00609914,0.4
id00609917,0.36
id00609919,0.39
id00609921,0.52
id00609922,0.49
id00609923,0.56
id00609924,0.47
id00609927,0.35
id00609929,0.63
id00609933,0.39
id00609935,0.42
id00609937,0.42
id00609938,0.48
id00609940,0.47
id00609941,0.47
id00609946,0.49
id00609947,0.38
id00609954,0.46
id00609956,0.48
id00609957,0.42
id00609960,0.45
id00609962,0.58
id00609964,0.3
id00609965,0.6
id00609967,0.28
id00609969,0.49
id00609972,0.21
id00609974,0.32
id00609978,0.44
id00609980,0.44
id00609981,0.33
id00609982,0.38
id00609985,0.27
id00609994,0.39
id00609995,0.52
id00610001,0.44
id00610005,0.26
id00610006,0.4
id00610007,0.52
id00610008,0.22
id00610015,0.31
id00610016,0.58
id00610017,0.29
id00610020,0.23
id00610021,0.41
id00610022,0.53
id00610023,0.44
id00610027,0.56
id00610028,0.3
id00610029,0.41
id00610040,0.48
id00610041,0.29
id00610043,0.31
id00610046,0.42
id00610053,0.37
id00610055,0.41
id00610057,0.45
id00610058,0.41
id00610062,0.26
id00610065,0.48
id00610067,0.57
id00610069,0.41
id00610071,0.32
id00610073,0.4
id00610077,0.44
id00610078,0.42
id00610080,0.44
id00610081,0.46
id00610082,0.21
id00610087,0.45
id00610092,0.47
id00610093,0.45
id00610097,0.53
id00610099,0.53
id00610104,0.4
id00610107,0.48
id00610108,0.48
id00610112,0.32
id00610122,0.47
id00610126,0.48
id00610127,0.31
id00610131,0.16
id00610133,0.3
id00610134,0.49
id00610139,0.44
id00610141,0.41
id00610143,0.39
id00610146,0.31
id00610147,0.52
id00610155,0.56
id00610156,0.41
id00610158,0.37
id00610162,0.4
id00610163,0.41
id00610164,0.41
id00610171,0.3
id00610173,0.52
id00610174,0.32
id00610176,0.32
id00610183,0.5
id00610186,0.3
id00610187,0.57
id00610188,0.37
id00610193,0.44
id00610195,0.37
id00610197,0.45
id00610198,0.44
id00610203,0.27
id00610205,0.41
id00610206,0.47
id00610208,0.25
id00610209,0.48
id00610212,0.46
id00610217,0.43
id00610221,0.27
id00610226,0.44
id00610227,0.51
id00610229,0.45
id00610231,0.43
id00610232,0.19
id00610236,0.4
id00610237,0.6
id00610240,0.6
id00610241,0.26
id00610242,0.45
id00610246,0.48
id00610249,0.36
id00610250,0.36
id00610253,0.22
id00610255,0.6
id00610257,0.47
id00610267,0.35
id00610272,0.39
id00610273,0.49
id00610274,0.5
id00610275,0.48
id00610277,0.37
id00610283,0.48
id00610284,0.53
id00610289,0.38
id00610292,0.37
id00610293,0.39
id00610294,0.44
id00610295,0.58
id00610298,0.52
id00610299,0.37
id00610300,0.39
id00610301,0.56
id00610304,0.5
id00610307,0.43
id00610308,0.56
id00610310,0.58
id00610315,0.39
id00610316,0.21
id00610322,0.45
id00610325,0.62
id00610329,0.6
id00610331,0.42
id00610332,0.29
id00610339,0.22
id00610341,0.28
id00610345,0.41
id00610346,0.41
id00610347,0.53
id00610349,0.42
id00610354,0.49
id00610358,0.43
id00610359,0.24
id00610360,0.32
id00610361,0.53
id00610363,0.48
id00610364,0.49
id00610365,0.26
id00610366,0.46
id00610367,0.48
id00610368,0.51
id00610370,0.58
id00610371,0.39
id00610373,0.58
id00610375,0.16
id00610376,0.2
id00610377,0.29
id00610379,0.28
id00610381,0.32
id00610382,0.36
